Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
1092,0608.jpg,512,512,Traffic_sign,372,237,393,282
2438,1217.jpg,512,512,Car,217,331,511,511
2523,1242.jpg,512,512,Car,246,329,294,493
5064,2162.jpg,512,512,Traffic_sign,55,319,69,339
981,0557.jpg,512,512,Traffic_sign,412,173,441,215
5173,2198.jpg,512,512,Car,233,325,265,360
5148,2191.jpg,512,512,Person,238,381,257,425
988,0558.jpg,512,512,Car,239,253,363,371
2506,1237.jpg,512,512,Person,98,174,146,316
5697,2369.jpg,512,512,speed_sign,456,268,468,289
1689,0910.jpg,512,512,Person,245,297,268,395
4677,2094.jpg,512,512,Traffic_light,191,252,217,272
1254,0692.jpg,512,512,Car,437,257,512,368
805,0501.jpg,512,512,Car,140,268,178,312
3542,1626.jpg,512,512,speed_sign,235,148,306,215
5329,2250.jpg,512,512,Car,406,107,512,174
4390,2020.jpg,512,512,Traffic_sign,38,184,126,276
4987,2142.jpg,512,512,Traffic_light,301,160,308,174
3670,1695.jpg,512,512,speed_sign,218,143,282,232
4805,2110.jpg,512,512,Traffic_light,77,305,84,322
4522,2070.jpg,512,512,Traffic_light,332,342,345,357
6086,2519.jpg,512,512,speed_sign,372,246,386,271
836,0511.jpg,512,512,Car,258,260,299,311
6060,2494.jpg,512,512,speed_sign,366,239,390,280
5085,2168.jpg,512,512,Bus,235,138,312,236
2395,1198.jpg,512,512,Car,6,79,480,426
4346,1995.jpg,512,512,Traffic_sign,97,239,183,345
2638,1285.jpg,512,512,Car,266,335,332,377
1261,0695.jpg,512,512,Person,386,245,422,403
5130,2185.jpg,512,512,Traffic_sign,130,133,278,348
3061,1432.jpg,512,512,Car,306,102,321,108
530,0345.jpg,512,512,Bus,1,60,226,372
75,0027.jpg,512,512,Traffic_sign,194,227,208,253
622,0393.jpg,512,512,Traffic_sign,92,214,124,254
4118,1896.jpg,512,512,speed_sign,235,170,311,291
3625,1667.jpg,512,512,Person,191,203,261,485
1318,0731.jpg,512,512,Car,268,251,296,293
5178,2198.jpg,512,512,Car,62,317,94,344
5597,2335.jpg,512,512,speed_sign,407,99,459,179
6106,2537.jpg,512,512,speed_sign,438,327,458,359
5372,2265.jpg,512,512,Person,130,312,160,461
1511,0828.jpg,512,512,Car,41,229,93,283
5789,2399.jpg,512,512,Car,290,309,311,339
1101,0615.jpg,512,512,Person,339,273,365,374
5286,2238.jpg,512,512,Traffic_sign,207,96,228,193
2733,1322.jpg,512,512,Car,360,436,440,500
3264,1506.jpg,512,512,Car,462,279,512,437
3301,1519.jpg,512,512,Car,0,377,46,418
3640,1678.jpg,512,512,speed_sign,296,106,424,308
2752,1328.jpg,512,512,Car,472,237,500,257
4170,1922.jpg,512,512,speed_sign,13,223,74,288
3247,1499.jpg,512,512,Car,84,264,197,382
1453,0802.jpg,512,512,Bus,132,169,192,268
1383,0758.jpg,512,512,Car,167,210,191,241
4736,2102.jpg,512,512,Traffic_light,477,337,486,358
3847,1780.jpg,512,512,speed_sign,248,163,284,223
5833,2414.jpg,512,512,speed_sign,386,321,402,344
2086,1099.jpg,512,512,Car,485,324,510,356
4628,2085.jpg,512,512,Person,246,303,266,361
740,0470.jpg,512,512,Car,382,259,512,445
4067,1874.jpg,512,512,Car,23,240,298,462
2778,1337.jpg,512,512,Car,0,0,512,511
2516,1239.jpg,512,512,Car,411,94,469,112
4975,2139.jpg,512,512,Traffic_light,342,154,352,169
2890,1370.jpg,512,512,Car,72,251,415,422
2020,1075.jpg,512,512,Bus,148,124,366,408
4713,2099.jpg,512,512,Person,125,339,158,466
5278,2235.jpg,512,512,Traffic_sign,415,272,460,312
1396,0769.jpg,512,512,Car,12,235,60,274
3,0002.jpg,512,512,Bus,16,157,165,318
2656,1291.jpg,512,512,Car,88,115,474,423
3375,1541.jpg,512,512,speed_sign,276,1,481,337
1768,0946.jpg,512,512,Bus,160,322,493,506
5644,2348.jpg,512,512,Car,202,273,285,330
5967,2454.jpg,512,512,Traffic_sign,308,354,318,370
662,0413.jpg,512,512,Bus,277,164,377,287
3865,1788.jpg,512,512,Car,215,400,266,457
4903,2128.jpg,512,512,Traffic_light,224,27,274,184
846,0513.jpg,512,512,Car,180,268,217,307
2040,1083.jpg,512,512,Bus,68,49,472,493
4605,2079.jpg,512,512,Traffic_light,284,410,293,430
2680,1298.jpg,512,512,Car,438,194,501,268
4144,1906.jpg,512,512,Car,22,257,130,388
5642,2347.jpg,512,512,Person,101,278,113,326
2355,1193.jpg,512,512,Car,280,72,512,219
229,0117.jpg,512,512,Car,320,254,385,332
2611,1277.jpg,512,512,Car,220,235,494,386
797,0498.jpg,512,512,Person,134,270,177,429
2126,1108.jpg,512,512,Bus,453,284,488,325
3903,1800.jpg,512,512,speed_sign,360,160,467,364
4303,1972.jpg,512,512,Traffic_sign,115,56,378,354
2101,1103.jpg,512,512,Person,4,263,96,512
503,0333.jpg,512,512,Bus,232,178,286,260
4652,2090.jpg,512,512,Traffic_light,472,255,482,281
5244,2222.jpg,512,512,Traffic_sign,222,156,286,254
2792,1344.jpg,512,512,Car,416,271,458,291
5852,2420.jpg,512,512,speed_sign,100,313,117,339
5340,2256.jpg,512,512,Traffic_sign,276,325,320,379
2379,1194.jpg,512,512,Car,232,325,266,364
1798,0964.jpg,512,512,Bus,405,189,422,260
4956,2136.jpg,512,512,Traffic_light,261,9,294,142
4544,2072.jpg,512,512,Traffic_light,0,182,16,204
2918,1381.jpg,512,512,Car,4,216,47,282
3517,1610.jpg,512,512,speed_sign,84,149,168,227
2872,1367.jpg,512,512,Car,4,235,143,333
286,0149.jpg,512,512,speed_sign,64,175,90,212
3697,1708.jpg,512,512,speed_sign,328,126,365,182
2813,1351.jpg,512,512,Car,314,193,355,241
2036,1081.jpg,512,512,Bus,455,106,512,462
936,0537.jpg,512,512,Car,346,250,446,357
5844,2416.jpg,512,512,Traffic_sign,168,356,174,368
3734,1724.jpg,512,512,speed_sign,207,22,277,210
1040,0578.jpg,512,512,Car,26,315,142,425
1282,0708.jpg,512,512,Traffic_sign,350,206,363,238
1822,0971.jpg,512,512,Bus,128,0,512,251
5851,2420.jpg,512,512,speed_sign,371,325,389,353
2738,1323.jpg,512,512,Person,115,233,179,378
982,0557.jpg,512,512,Car,301,248,351,306
462,0291.jpg,512,512,Traffic_sign,122,224,142,248
3076,1438.jpg,512,512,Person,324,69,397,418
5679,2362.jpg,512,512,speed_sign,320,285,331,301
5614,2340.jpg,512,512,Bus,239,272,291,344
6118,2544.jpg,512,512,speed_sign,222,344,232,362
3863,1788.jpg,512,512,speed_sign,137,50,233,200
799,0499.jpg,512,512,Car,236,225,350,366
2673,1294.jpg,512,512,Car,106,86,132,104
6064,2498.jpg,512,512,speed_sign,302,308,313,328
4938,2133.jpg,512,512,Car,16,298,104,343
4079,1881.jpg,512,512,speed_sign,186,195,287,481
3366,1537.jpg,512,512,Car,158,53,340,197
4204,1936.jpg,512,512,speed_sign,334,40,450,212
3661,1690.jpg,512,512,speed_sign,65,3,243,259
4470,2061.jpg,512,512,Person,238,214,292,500
1613,0889.jpg,512,512,Person,8,203,15,245
2393,1197.jpg,512,512,Car,0,0,511,511
4732,2102.jpg,512,512,Traffic_light,126,326,138,360
5227,2218.jpg,512,512,Traffic_sign,168,339,231,365
4745,2103.jpg,512,512,Traffic_light,360,341,362,347
2799,1347.jpg,512,512,Person,1,398,29,472
2543,1252.jpg,512,512,Car,180,208,218,235
336,0181.jpg,512,512,Car,257,254,355,318
4076,1879.jpg,512,512,speed_sign,26,7,202,244
4915,2130.jpg,512,512,Traffic_light,230,255,235,267
6124,2549.jpg,512,512,speed_sign,439,367,462,408
3573,1645.jpg,512,512,Person,239,230,269,358
2362,1194.jpg,512,512,Car,96,319,128,338
3497,1601.jpg,512,512,Person,175,81,206,184
3397,1548.jpg,512,512,speed_sign,67,67,117,164
3306,1520.jpg,512,512,Car,35,97,411,312
5546,2320.jpg,512,512,Car,175,316,218,367
4737,2102.jpg,512,512,Traffic_light,486,339,491,357
6151,2569.jpg,512,512,speed_sign,180,349,194,371
4266,1963.jpg,512,512,Car,138,276,164,304
3995,1841.jpg,512,512,speed_sign,205,259,315,333
3572,1645.jpg,512,512,Car,102,218,189,365
4142,1905.jpg,512,512,speed_sign,56,98,113,180
4734,2102.jpg,512,512,Traffic_light,128,360,140,377
753,0478.jpg,512,512,Bus,144,171,197,253
5094,2170.jpg,512,512,Traffic_sign,277,233,309,268
1411,0783.jpg,512,512,Bus,199,164,275,288
5980,2458.jpg,512,512,speed_sign,297,375,312,397
1123,0628.jpg,512,512,Person,413,257,508,512
5505,2311.jpg,512,512,speed_sign,184,342,201,371
5732,2378.jpg,512,512,speed_sign,98,237,112,259
814,0504.jpg,512,512,Car,328,244,379,299
2391,1196.jpg,512,512,Car,446,274,512,479
216,0108.jpg,512,512,Traffic_sign,87,196,111,233
4222,1945.jpg,512,512,speed_sign,179,165,244,283
1112,0620.jpg,512,512,Person,166,295,186,384
4870,2121.jpg,512,512,Traffic_light,291,40,342,91
4665,2092.jpg,512,512,Traffic_light,232,258,240,287
4662,2091.jpg,512,512,Person,306,324,368,406
59,0021.jpg,512,512,Person,212,232,248,403
5147,2191.jpg,512,512,Person,126,388,142,467
2435,1214.jpg,512,512,Car,196,390,334,469
2436,1215.jpg,512,512,Car,44,37,444,511
5738,2379.jpg,512,512,Car,382,291,464,385
268,0141.jpg,512,512,Car,209,278,356,448
5547,2321.jpg,512,512,speed_sign,314,239,328,259
3679,1700.jpg,512,512,speed_sign,149,128,230,328
4905,2128.jpg,512,512,Car,10,348,74,378
5154,2193.jpg,512,512,Traffic_sign,285,322,332,459
986,0558.jpg,512,512,Traffic_light,263,64,302,88
6095,2528.jpg,512,512,speed_sign,409,131,438,181
1726,0928.jpg,512,512,Car,446,324,476,351
4576,2076.jpg,512,512,Traffic_light,170,285,202,301
2165,1126.jpg,512,512,Bus,74,41,500,432
4743,2103.jpg,512,512,Traffic_light,342,330,344,337
773,0493.jpg,512,512,Bus,164,173,216,261
428,0262.jpg,512,512,Car,296,220,318,254
5723,2376.jpg,512,512,Car,256,300,302,365
4568,2074.jpg,512,512,Car,235,265,292,328
1157,0653.jpg,512,512,Person,125,225,145,337
2469,1230.jpg,512,512,Car,246,300,511,511
5806,2403.jpg,512,512,Car,341,296,366,335
1796,0964.jpg,512,512,Bus,269,208,300,276
2972,1402.jpg,512,512,Car,310,131,452,147
3367,1538.jpg,512,512,Car,52,348,453,486
784,0495.jpg,512,512,Car,286,239,358,318
686,0430.jpg,512,512,Bus,249,185,318,305
5680,2363.jpg,512,512,speed_sign,299,281,306,292
3276,1510.jpg,512,512,Car,42,14,474,498
4532,2071.jpg,512,512,Traffic_light,387,203,392,216
610,0387.jpg,512,512,Bus,295,194,382,306
4901,2126.jpg,512,512,Traffic_sign,134,370,161,411
2074,1097.jpg,512,512,Bus,60,109,438,442
5574,2327.jpg,512,512,Traffic_light,11,256,16,274
4818,2113.jpg,512,512,Traffic_light,100,325,118,374
5945,2447.jpg,512,512,speed_sign,353,348,363,365
101,0038.jpg,512,512,Car,209,223,225,241
4672,2092.jpg,512,512,Car,248,321,286,349
3108,1449.jpg,512,512,Car,284,377,394,441
190,0090.jpg,512,512,Person,343,237,359,296
5377,2266.jpg,512,512,Bus,269,169,414,257
4812,2112.jpg,512,512,Traffic_light,68,197,125,270
384,0222.jpg,512,512,Bus,317,49,512,369
4080,1882.jpg,512,512,speed_sign,350,31,465,266
3239,1495.jpg,512,512,Car,210,201,270,300
3536,1622.jpg,512,512,Car,161,301,203,357
2396,1198.jpg,512,512,Car,220,49,512,265
438,0271.jpg,512,512,Car,260,230,282,257
1094,0609.jpg,512,512,Car,303,234,356,293
3333,1527.jpg,512,512,Person,27,320,60,390
3259,1505.jpg,512,512,Car,348,343,378,365
6066,2500.jpg,512,512,speed_sign,198,239,216,265
542,0352.jpg,512,512,Person,347,256,363,304
5161,2195.jpg,512,512,Car,370,267,512,366
1763,0943.jpg,512,512,Bus,6,49,122,299
4282,1967.jpg,512,512,Person,184,302,192,370
2643,1286.jpg,512,512,Person,4,241,202,506
3582,1649.jpg,512,512,speed_sign,175,164,216,217
734,0468.jpg,512,512,Traffic_sign,80,167,107,206
1130,0634.jpg,512,512,Traffic_sign,187,195,204,215
1801,0965.jpg,512,512,Bus,330,34,511,360
4540,2071.jpg,512,512,Person,247,225,278,320
2697,1307.jpg,512,512,Car,78,79,470,426
1651,0901.jpg,512,512,Bus,212,189,262,308
4071,1876.jpg,512,512,speed_sign,319,121,366,213
1491,0817.jpg,512,512,Bus,145,221,194,283
2761,1332.jpg,512,512,Car,112,250,148,292
4531,2071.jpg,512,512,Traffic_light,378,201,384,216
958,0547.jpg,512,512,Traffic_sign,166,196,187,227
1274,0703.jpg,512,512,Traffic_sign,158,185,171,220
3028,1422.jpg,512,512,Car,74,129,142,167
5988,2461.jpg,512,512,speed_sign,425,324,438,348
5176,2198.jpg,512,512,Car,266,285,281,304
4788,2107.jpg,512,512,Traffic_light,424,315,431,329
1949,1039.jpg,512,512,Bus,70,8,479,489
5041,2154.jpg,512,512,Person,80,245,103,344
5910,2437.jpg,512,512,speed_sign,134,285,154,319
3279,1510.jpg,512,512,Car,72,81,328,193
3801,1757.jpg,512,512,speed_sign,296,1,426,125
5444,2294.jpg,512,512,Traffic_sign,362,163,381,202
2803,1350.jpg,512,512,Car,47,197,464,393
5352,2259.jpg,512,512,Traffic_sign,254,177,346,223
1734,0931.jpg,512,512,Bus,23,102,478,385
2394,1198.jpg,512,512,Car,0,80,52,154
3189,1476.jpg,512,512,Person,107,146,210,482
2380,1194.jpg,512,512,Car,262,306,280,320
2378,1194.jpg,512,512,Car,204,271,224,286
4970,2139.jpg,512,512,Traffic_light,72,207,79,232
6161,2576.jpg,512,512,speed_sign,309,328,320,347
4332,1983.jpg,512,512,Person,66,343,111,499
1138,0642.jpg,512,512,Bus,336,198,376,266
2794,1346.jpg,512,512,Car,273,326,353,388
2061,1090.jpg,512,512,Car,468,292,492,316
548,0357.jpg,512,512,Bus,244,192,305,308
4887,2124.jpg,512,512,Car,270,207,322,266
5305,2247.jpg,512,512,Traffic_sign,372,127,386,148
4908,2129.jpg,512,512,Traffic_light,290,226,344,293
889,0521.jpg,512,512,Car,169,241,207,280
4,0003.jpg,512,512,Bus,289,206,344,285
5174,2198.jpg,512,512,Car,200,316,226,353
2747,1326.jpg,512,512,Car,0,105,231,121
5935,2443.jpg,512,512,Traffic_sign,213,303,296,341
502,0332.jpg,512,512,Bus,245,209,301,296
2365,1194.jpg,512,512,Car,123,302,142,319
1008,0565.jpg,512,512,Car,274,221,308,263
344,0189.jpg,512,512,Car,265,255,280,270
3018,1420.jpg,512,512,Car,126,116,387,384
1118,0624.jpg,512,512,Person,444,259,467,378
3900,1799.jpg,512,512,Car,238,413,285,445
1802,0966.jpg,512,512,Bus,40,259,87,297
4765,2105.jpg,512,512,Traffic_light,42,237,44,244
3045,1428.jpg,512,512,Person,170,247,204,367
4393,2023.jpg,512,512,Traffic_sign,60,161,235,425
2057,1089.jpg,512,512,Person,324,197,416,397
2477,1231.jpg,512,512,Car,464,279,500,297
3754,1736.jpg,512,512,speed_sign,255,135,334,259
1297,0717.jpg,512,512,Car,300,206,372,306
4376,2011.jpg,512,512,Traffic_sign,298,81,351,157
4331,1983.jpg,512,512,Person,111,342,136,487
888,0521.jpg,512,512,Car,314,232,478,391
4670,2092.jpg,512,512,Person,22,328,32,363
788,0497.jpg,512,512,Car,182,258,312,419
5411,2280.jpg,512,512,Traffic_sign,261,167,294,215
947,0542.jpg,512,512,Person,182,275,217,338
144,0062.jpg,512,512,Traffic_sign,151,190,176,221
3476,1592.jpg,512,512,speed_sign,277,98,401,314
5934,2443.jpg,512,512,Bus,120,380,173,432
6009,2467.jpg,512,512,speed_sign,82,310,98,335
1310,0724.jpg,512,512,Person,102,204,117,287
1224,0680.jpg,512,512,Person,171,229,193,299
1059,0590.jpg,512,512,Person,301,296,310,330
5566,2325.jpg,512,512,Person,288,282,311,365
4825,2114.jpg,512,512,Traffic_light,231,0,262,65
669,0417.jpg,512,512,Traffic_sign,162,215,183,241
128,0051.jpg,512,512,Bus,245,236,277,279
4517,2070.jpg,512,512,Traffic_light,149,351,152,366
4794,2107.jpg,512,512,Car,450,361,481,377
5107,2177.jpg,512,512,Traffic_sign,459,0,511,64
5229,2218.jpg,512,512,Traffic_sign,324,234,356,319
851,0514.jpg,512,512,Car,226,265,261,301
3765,1742.jpg,512,512,speed_sign,73,172,130,248
350,0194.jpg,512,512,Traffic_sign,34,208,61,242
4132,1899.jpg,512,512,Car,185,356,232,444
3165,1465.jpg,512,512,Person,276,239,330,450
2607,1276.jpg,512,512,Car,10,142,158,301
270,0141.jpg,512,512,Bus,303,182,367,331
463,0292.jpg,512,512,Traffic_sign,108,190,124,210
1028,0575.jpg,512,512,Car,178,241,234,313
4048,1867.jpg,512,512,Car,8,331,66,367
90,0031.jpg,512,512,Car,232,254,256,282
1263,0696.jpg,512,512,Bus,290,204,413,331
1735,0932.jpg,512,512,Bus,0,235,56,403
3364,1536.jpg,512,512,Car,12,0,482,492
3890,1796.jpg,512,512,speed_sign,399,277,475,380
1975,1052.jpg,512,512,Car,412,245,428,260
2622,1281.jpg,512,512,Car,7,318,208,512
1445,0799.jpg,512,512,Bus,170,177,217,252
3321,1523.jpg,512,512,Car,399,93,423,124
1394,0767.jpg,512,512,Car,262,269,323,334
3510,1607.jpg,512,512,Person,320,199,389,501
1248,0691.jpg,512,512,Person,143,228,157,288
5327,2249.jpg,512,512,Person,434,370,456,448
3400,1549.jpg,512,512,speed_sign,82,138,118,186
1820,0969.jpg,512,512,Bus,4,243,455,461
3216,1483.jpg,512,512,Car,69,298,141,405
5069,2163.jpg,512,512,Traffic_sign,194,216,310,272
2237,1155.jpg,512,512,Car,188,217,343,469
2534,1247.jpg,512,512,Car,0,169,512,425
3143,1457.jpg,512,512,Person,89,228,110,293
459,0288.jpg,512,512,Traffic_sign,104,170,126,196
1536,0849.jpg,512,512,Traffic_sign,343,228,360,264
3925,1810.jpg,512,512,Car,289,385,465,495
815,0504.jpg,512,512,Person,136,244,151,306
209,0103.jpg,512,512,Traffic_sign,134,219,152,242
1149,0651.jpg,512,512,Person,88,192,114,314
4660,2091.jpg,512,512,Traffic_light,376,226,392,248
2328,1182.jpg,512,512,Person,219,62,366,246
2027,1078.jpg,512,512,Bus,0,174,108,333
4999,2143.jpg,512,512,Traffic_light,52,171,67,223
2192,1135.jpg,512,512,Bus,475,206,512,259
3474,1590.jpg,512,512,speed_sign,17,46,71,127
926,0535.jpg,512,512,Traffic_sign,116,194,152,262
3354,1531.jpg,512,512,Car,327,57,512,215
31,0016.jpg,512,512,Person,45,299,99,512
3355,1532.jpg,512,512,Car,31,277,49,289
1267,0698.jpg,512,512,Person,393,196,418,335
4485,2065.jpg,512,512,Person,194,326,204,359
272,0142.jpg,512,512,Car,236,265,319,372
1842,0982.jpg,512,512,Car,292,253,352,331
1166,0658.jpg,512,512,Person,77,223,88,264
5350,2259.jpg,512,512,Traffic_sign,231,398,343,445
5989,2461.jpg,512,512,Car,341,353,433,464
4689,2097.jpg,512,512,Traffic_light,286,150,303,201
3723,1720.jpg,512,512,speed_sign,138,46,232,216
1131,0635.jpg,512,512,speed_sign,222,252,234,275
4238,1951.jpg,512,512,speed_sign,313,209,341,256
1882,1002.jpg,512,512,Bus,0,48,215,511
1469,0806.jpg,512,512,Car,125,211,177,274
1280,0706.jpg,512,512,Person,481,210,502,302
4769,2105.jpg,512,512,Traffic_light,178,207,185,224
1175,0664.jpg,512,512,Car,119,206,142,236
4499,2068.jpg,512,512,Traffic_light,314,181,322,208
2639,1285.jpg,512,512,Car,328,333,368,367
4833,2116.jpg,512,512,Traffic_light,276,73,290,98
423,0258.jpg,512,512,Bus,198,193,241,243
732,0466.jpg,512,512,Car,251,228,287,270
4427,2042.jpg,512,512,Traffic_sign,268,239,322,331
4953,2136.jpg,512,512,Traffic_light,218,139,226,192
221,0113.jpg,512,512,Traffic_sign,0,239,35,306
4481,2065.jpg,512,512,Traffic_light,372,297,378,316
2769,1334.jpg,512,512,Car,0,135,116,229
5407,2279.jpg,512,512,Car,286,326,326,388
2333,1185.jpg,512,512,Car,475,445,508,495
1065,0593.jpg,512,512,Person,247,301,255,341
1971,1049.jpg,512,512,Person,129,217,144,362
3889,1796.jpg,512,512,speed_sign,401,165,472,273
903,0523.jpg,512,512,Car,231,215,270,258
4886,2124.jpg,512,512,Car,182,209,232,263
1896,1009.jpg,512,512,Person,96,161,190,509
1874,0996.jpg,512,512,Person,234,5,413,255
1848,0985.jpg,512,512,Bus,0,0,511,511
1121,0626.jpg,512,512,Person,423,256,466,425
738,0470.jpg,512,512,Bus,192,205,241,289
5766,2390.jpg,512,512,speed_sign,461,231,480,262
