Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
3582,1649.jpg,300,300,speed_sign,102,96,127,127
734,0468.jpg,300,300,Traffic_sign,47,98,63,121
1130,0634.jpg,300,300,Traffic_sign,110,114,120,126
1801,0965.jpg,300,300,Bus,193,20,299,211
4540,2071.jpg,300,300,Person,145,132,163,188
2697,1307.jpg,300,300,Car,45,46,275,250
1651,0901.jpg,300,300,Bus,124,111,153,180
4071,1876.jpg,300,300,speed_sign,187,71,215,125
1491,0817.jpg,300,300,Bus,85,129,114,166
2761,1332.jpg,300,300,Car,66,146,86,171
4531,2071.jpg,300,300,Traffic_light,222,118,225,127
958,0547.jpg,300,300,Traffic_sign,98,115,110,133
1274,0703.jpg,300,300,Traffic_sign,93,108,100,129
3028,1422.jpg,300,300,Car,44,76,83,98
5988,2461.jpg,300,300,speed_sign,249,190,257,204
5176,2198.jpg,300,300,Car,156,167,165,178
4788,2107.jpg,300,300,Traffic_light,248,184,253,193
1949,1039.jpg,300,300,Bus,41,4,281,286
5041,2154.jpg,300,300,Person,47,144,60,202
5910,2437.jpg,300,300,speed_sign,79,167,90,187
3279,1510.jpg,300,300,Car,42,48,192,113
3801,1757.jpg,300,300,speed_sign,173,1,249,73
5444,2294.jpg,300,300,Traffic_sign,212,96,223,118
2803,1350.jpg,300,300,Car,28,116,272,230
5352,2259.jpg,300,300,Traffic_sign,149,104,203,130
1734,0931.jpg,300,300,Bus,13,60,280,226
2394,1198.jpg,300,300,Car,0,47,30,90
3189,1476.jpg,300,300,Person,63,86,123,282
2380,1194.jpg,300,300,Car,154,179,164,187
2378,1194.jpg,300,300,Car,120,159,131,168
4970,2139.jpg,300,300,Traffic_light,42,121,46,136
6161,2576.jpg,300,300,speed_sign,181,192,188,203
4332,1983.jpg,300,300,Person,38,201,65,292
1138,0642.jpg,300,300,Bus,197,116,221,156
2794,1346.jpg,300,300,Car,160,191,207,227
2061,1090.jpg,300,300,Car,274,171,288,185
548,0357.jpg,300,300,Bus,143,112,179,180
4887,2124.jpg,300,300,Car,158,121,188,156
5305,2247.jpg,300,300,Traffic_sign,218,75,226,87
4908,2129.jpg,300,300,Traffic_light,170,133,202,172
889,0521.jpg,300,300,Car,99,141,121,164
4,0003.jpg,300,300,Bus,169,121,201,167
5174,2198.jpg,300,300,Car,117,185,132,207
2747,1326.jpg,300,300,Car,0,62,135,71
5935,2443.jpg,300,300,Traffic_sign,125,177,174,200
502,0332.jpg,300,300,Bus,143,122,176,173
2365,1194.jpg,300,300,Car,72,177,83,187
1008,0565.jpg,300,300,Car,160,130,180,154
344,0189.jpg,300,300,Car,155,149,164,158
3018,1420.jpg,300,300,Car,74,68,227,225
1118,0624.jpg,300,300,Person,260,152,273,222
3900,1799.jpg,300,300,Car,139,242,167,261
1802,0966.jpg,300,300,Bus,23,152,51,174
4765,2105.jpg,300,300,Traffic_light,24,139,26,143
3045,1428.jpg,300,300,Person,100,145,120,215
4393,2023.jpg,300,300,Traffic_sign,35,94,138,249
2057,1089.jpg,300,300,Person,190,115,243,232
2477,1231.jpg,300,300,Car,272,163,293,174
3754,1736.jpg,300,300,speed_sign,149,79,196,152
1297,0717.jpg,300,300,Car,176,121,218,180
4376,2011.jpg,300,300,Traffic_sign,174,47,206,92
4331,1983.jpg,300,300,Person,65,200,80,285
888,0521.jpg,300,300,Car,184,136,280,229
4670,2092.jpg,300,300,Person,13,192,19,213
788,0497.jpg,300,300,Car,106,151,183,245
5411,2280.jpg,300,300,Traffic_sign,153,98,172,126
947,0542.jpg,300,300,Person,107,161,127,198
144,0062.jpg,300,300,Traffic_sign,88,111,103,130
3476,1592.jpg,300,300,speed_sign,163,57,235,184
5934,2443.jpg,300,300,Bus,70,223,101,253
6009,2467.jpg,300,300,speed_sign,48,182,57,196
1310,0724.jpg,300,300,Person,60,119,69,168
1224,0680.jpg,300,300,Person,100,134,113,175
1059,0590.jpg,300,300,Person,176,174,182,193
5566,2325.jpg,300,300,Person,169,165,182,214
4825,2114.jpg,300,300,Traffic_light,135,0,153,38
669,0417.jpg,300,300,Traffic_sign,95,126,107,141
128,0051.jpg,300,300,Bus,143,138,162,163
4517,2070.jpg,300,300,Traffic_light,87,206,89,215
4794,2107.jpg,300,300,Car,264,211,282,221
5107,2177.jpg,300,300,Traffic_sign,269,0,300,38
5229,2218.jpg,300,300,Traffic_sign,190,137,208,187
851,0514.jpg,300,300,Car,132,155,153,176
3765,1742.jpg,300,300,speed_sign,43,101,76,145
350,0194.jpg,300,300,Traffic_sign,20,122,36,142
4132,1899.jpg,300,300,Car,109,209,136,260
3165,1465.jpg,300,300,Person,162,140,193,264
2607,1276.jpg,300,300,Car,6,83,93,176
270,0141.jpg,300,300,Bus,178,107,215,194
463,0292.jpg,300,300,Traffic_sign,63,111,73,123
1028,0575.jpg,300,300,Car,105,141,137,183
4048,1867.jpg,300,300,Car,5,194,39,215
90,0031.jpg,300,300,Car,136,149,150,165
1263,0696.jpg,300,300,Bus,170,120,242,194
1735,0932.jpg,300,300,Bus,0,137,33,236
3364,1536.jpg,300,300,Car,7,0,282,288
3890,1796.jpg,300,300,speed_sign,234,162,278,223
1975,1052.jpg,300,300,Car,241,143,251,152
2622,1281.jpg,300,300,Car,4,186,122,300
1445,0799.jpg,300,300,Bus,100,104,127,148
3321,1523.jpg,300,300,Car,234,55,248,73
1394,0767.jpg,300,300,Car,153,158,189,195
3510,1607.jpg,300,300,Person,188,117,228,293
1248,0691.jpg,300,300,Person,84,133,92,169
5327,2249.jpg,300,300,Person,254,217,267,263
3400,1549.jpg,300,300,speed_sign,48,81,69,109
1820,0969.jpg,300,300,Bus,2,142,267,270
3216,1483.jpg,300,300,Car,40,174,83,237
5069,2163.jpg,300,300,Traffic_sign,114,127,182,159
2237,1155.jpg,300,300,Car,110,127,201,275
2534,1247.jpg,300,300,Car,0,99,300,249
3143,1457.jpg,300,300,Person,52,134,64,172
459,0288.jpg,300,300,Traffic_sign,61,100,74,115
1536,0849.jpg,300,300,Traffic_sign,201,133,211,155
3925,1810.jpg,300,300,Car,169,226,272,290
815,0504.jpg,300,300,Person,80,143,88,179
209,0103.jpg,300,300,Traffic_sign,79,128,89,142
1149,0651.jpg,300,300,Person,52,112,67,184
4660,2091.jpg,300,300,Traffic_light,220,132,230,146
2328,1182.jpg,300,300,Person,129,36,214,144
2027,1078.jpg,300,300,Bus,0,102,63,195
4999,2143.jpg,300,300,Traffic_light,31,100,39,130
2192,1135.jpg,300,300,Bus,278,121,300,152
3474,1590.jpg,300,300,speed_sign,10,27,42,75
926,0535.jpg,300,300,Traffic_sign,68,114,89,154
3354,1531.jpg,300,300,Car,192,33,300,126
31,0016.jpg,300,300,Person,26,175,58,300
3355,1532.jpg,300,300,Car,18,162,29,169
1267,0698.jpg,300,300,Person,230,115,245,196
4485,2065.jpg,300,300,Person,113,191,119,210
272,0142.jpg,300,300,Car,138,155,187,218
1842,0982.jpg,300,300,Car,171,148,206,194
1166,0658.jpg,300,300,Person,45,131,52,155
5350,2259.jpg,300,300,Traffic_sign,135,233,201,260
5989,2461.jpg,300,300,Car,200,207,254,272
4689,2097.jpg,300,300,Traffic_light,168,88,178,118
3723,1720.jpg,300,300,speed_sign,81,27,136,127
1131,0635.jpg,300,300,speed_sign,130,148,137,161
4238,1951.jpg,300,300,speed_sign,183,123,200,150
1882,1002.jpg,300,300,Bus,0,28,126,300
1469,0806.jpg,300,300,Car,73,124,104,161
1280,0706.jpg,300,300,Person,282,123,294,177
4769,2105.jpg,300,300,Traffic_light,105,121,108,132
1175,0664.jpg,300,300,Car,70,120,83,138
4499,2068.jpg,300,300,Traffic_light,184,106,188,122
2639,1285.jpg,300,300,Car,192,195,216,215
4833,2116.jpg,300,300,Traffic_light,161,43,170,57
423,0258.jpg,300,300,Bus,116,113,141,142
732,0466.jpg,300,300,Car,147,134,168,158
4427,2042.jpg,300,300,Traffic_sign,157,140,188,194
4953,2136.jpg,300,300,Traffic_light,127,82,132,112
221,0113.jpg,300,300,Traffic_sign,0,140,20,179
4481,2065.jpg,300,300,Traffic_light,218,174,222,185
2769,1334.jpg,300,300,Car,0,79,68,134
5407,2279.jpg,300,300,Car,168,191,191,227
2333,1185.jpg,300,300,Car,278,261,297,290
1065,0593.jpg,300,300,Person,145,176,150,200
1971,1049.jpg,300,300,Person,76,127,84,212
3889,1796.jpg,300,300,speed_sign,235,97,277,160
903,0523.jpg,300,300,Car,135,126,158,151
4886,2124.jpg,300,300,Car,107,122,136,154
1896,1009.jpg,300,300,Person,56,95,112,298
1874,0996.jpg,300,300,Person,137,3,242,150
1848,0985.jpg,300,300,Bus,0,0,299,299
1121,0626.jpg,300,300,Person,248,150,273,249
738,0470.jpg,300,300,Bus,112,120,141,169
5766,2390.jpg,300,300,speed_sign,270,135,281,154
